Award_ID,Contract_Number,Award_Date,Fiscal_Year,VISN,Facility_Name,Contracting_Office,Vendor_Name,Vendor_UEI,Vendor_Size,Socioeconomic_Category,Category,NAICS_Code,NAICS_Description,PSC_Code,Contract_Type,Competition_Type,Set_Aside_Type,Number_of_Offers_Received,Award_Amount,Period_of_Performance_Start,Period_of_Performance_End,Period_of_Performance_Months
AWD-004272,36C036562U647,2026-03-17,2026,3,VISN 3 Medical Center Main,Network Contracting Office (NCO) 5,Unity LLC,EU459YNP6FH9,Other Than Small Business,N/A,Facilities Management,561210,Facilities Support Services,S201,IDIQ,Limited Competition,Full and Open (No Set-Aside),4,205531.06,2026-03-29,2028-03-27,24
AWD-004273,36C071876Z562,2022-02-01,2022,7,VISN 7 Medical Center Main,Network Contracting Office (NCO) 2,Unity Technologies,KCD527TM3KSL,Other Than Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R425,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),10,1347705.7,2022-02-22,2023-02-21,12
AWD-004274,36C125976Q911,2023-10-02,2024,12,VISN 12 Medical Center Main,National Acquisition Center (NAC),Patriot Solutions,V8DHGTWYV8CM,Other Than Small Business,N/A,Facilities Management,561210,Facilities Support Services,S201,Time and Materials,Limited Competition,Full and Open (No Set-Aside),4,238381.86,2023-10-17,2026-10-15,36
AWD-004275,36C027088C602,2023-03-23,2023,2,VISN 2 Medical Center North,Network Contracting Office (NCO) 2,Vertex Solutions,KRMPJ2PGVMAP,Other Than Small Business,N/A,IT Services,541512,Computer Systems Design Services,D307,Firm Fixed Price,Limited Competition,Full and Open (No Set-Aside),3,274013.87,2023-04-22,2024-04-20,12
AWD-004276,36C025881H340,2022-11-29,2023,2,VISN 2 Medical Center North,Strategic Acquisition Center (SAC) - Austin,Frontier Inc.,FC9U7PEN6Z69,Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q401,Blanket Purchase Agreement (BPA),Set-Aside,Small Business,1,305110.54,2022-12-18,2024-12-16,24
AWD-004277,36C117877D941,2024-02-24,2024,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 18,Sterling LLC,YA5P8CTTJ2VP,Other Than Small Business,N/A,Food Service,311423,Dried and Dehydrated Food Mfg,8940,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),6,1854431.03,2024-02-26,2025-02-24,12
AWD-004278,36C128341X177,2021-10-29,2022,12,VISN 12 Medical Center Main,Network Contracting Office (NCO) 5,Legacy Industries,Z7UHWRBNSGGP,Small Business,SDVOSB,Construction,236220,Commercial Building Construction,Z1AA,Firm Fixed Price,Set-Aside,SDVOSB,5,1258476.4,2021-11-01,2024-10-30,36
AWD-004279,36C146545T906,2021-06-12,2021,14,VISN 14 Medical Center South,Network Contracting Office (NCO) 11,Liberty Systems,4XZCPSU78HP8,Small Business,N/A,Facilities Management,561210,Facilities Support Services,S201,Labor Hour,Sole Source,Full and Open (No Set-Aside),1,229215.94,2021-06-18,2025-06-16,48
AWD-004280,36C077471C723,2024-03-26,2024,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 17,Unity Systems,JEU6TP2QAQMU,Other Than Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R425,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),2,2863000.28,2024-04-09,2025-04-08,12
AWD-004281,36C085673J451,2022-05-22,2022,8,VISN 8 Medical Center Main,Network Contracting Office (NCO) 1,Atlas Systems,ATP8AAR4D3AK,Small Business,SDVOSB,Medical/Clinical Services,621399,Offices of Health Practitioners,Q401,Firm Fixed Price,Set-Aside,SDVOSB,4,133321.07,2022-06-03,2023-06-02,12
AWD-004282,36C163647K506,2024-11-02,2025,16,VISN 16 Medical Center North,Network Contracting Office (NCO) 3,Pinnacle LLC,NLUL7NGKNYF6,Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q401,Labor Hour,Full and Open,Full and Open (No Set-Aside),4,426618.32,2024-11-18,2025-11-17,12
AWD-004283,36C129214U118,2025-12-29,2026,12,VISN 12 Medical Center North,Strategic Acquisition Center (SAC) - Austin,Atlas Enterprises,VMNC85FKKMJA,Small Business,VOSB,Medical/Clinical Services,621111,Offices of Physicians,Q301,Time and Materials,Set-Aside,VOSB,3,96872.58,2026-01-13,2028-01-12,24
AWD-004284,36C042927C126,2023-06-15,2023,4,VISN 4 Medical Center South,Network Contracting Office (NCO) 8,Sterling Systems,9CYQP7QZLT9T,Small Business,N/A,Facilities Management,561720,Janitorial Services,S201,IDIQ,Sole Source,Full and Open (No Set-Aside),1,128640.43,2023-06-26,2024-06-24,12
AWD-004285,36C088095K181,2025-07-22,2025,8,VISN 8 Medical Center Main,Network Contracting Office (NCO) 14,Sterling Inc.,5J4MY8WCXV4P,Other Than Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6515,IDIQ,Set-Aside,Full and Open (No Set-Aside),7,184297.89,2025-07-29,2026-07-28,12
AWD-004286,36C016349O430,2020-02-24,2020,1,VISN 1 Medical Center Main,Network Contracting Office (NCO) 15,Legacy Consulting,9W7ENTDBUJNE,Other Than Small Business,N/A,Food Service,311423,Dried and Dehydrated Food Mfg,F002,IDIQ,Full and Open,Full and Open (No Set-Aside),6,454293.75,2020-03-12,2022-03-11,24
AWD-004287,36C096192H643,2019-01-31,2019,9,VISN 9 Medical Center East,Technology Acquisition Center (TAC),Meridian Associates,JNAQ9SZBG4FK,Other Than Small Business,N/A,Food Service,311423,Dried and Dehydrated Food Mfg,8940,Time and Materials,Set-Aside,Full and Open (No Set-Aside),4,18655.64,2019-02-18,2022-02-16,36
AWD-004288,36C174219A320,2024-09-26,2024,17,VISN 17 Medical Center East,Network Contracting Office (NCO) 7,Anchor LLC,NVNBKQWF8G3H,Other Than Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q201,Blanket Purchase Agreement (BPA),Full and Open,Full and Open (No Set-Aside),6,110882.43,2024-10-17,2025-04-17,6
AWD-004289,36C166056B196,2026-06-06,2026,16,VISN 16 Medical Center North,Network Contracting Office (NCO) 10,Atlas Federal Services,WHQWE65URB6P,Small Business,N/A,IT Services,541512,Computer Systems Design Services,D316,Blanket Purchase Agreement (BPA),Limited Competition,Full and Open (No Set-Aside),1,1805094.82,2026-06-12,2028-06-10,24
AWD-004290,36C066903I290,2023-03-13,2023,6,VISN 6 Medical Center North,Network Contracting Office (NCO) 18,Precision Associates,MBBG4LV6AKZ2,Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q401,Labor Hour,Full and Open,Full and Open (No Set-Aside),8,485646.99,2023-04-12,2026-04-10,36
AWD-004291,36C133516G173,2025-04-18,2025,13,VISN 13 Medical Center North,National Acquisition Center (NAC),Anchor Technologies,W2FPFQV8D3XZ,Small Business,SDVOSB,Professional Services,541611,Administrative Management Consulting,R408,Labor Hour,Set-Aside,SDVOSB,6,38107.11,2025-04-27,2028-04-25,36
AWD-004292,36C161686X307,2026-04-05,2026,16,VISN 16 Medical Center North,Network Contracting Office (NCO) 10,Keystone Industries,ZAAMQUL9YGU7,Other Than Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q401,IDIQ,Full and Open,Full and Open (No Set-Aside),4,685665.02,2026-05-04,2028-05-02,24
AWD-004293,36C041606M691,2025-08-29,2025,4,VISN 4 Medical Center North,Network Contracting Office (NCO) 9,Vertex Associates,ZMV29DRBWJ8W,Small Business,8(a),Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q301,Firm Fixed Price,Set-Aside,8(a),2,705669.35,2025-09-03,2026-09-02,12
AWD-004294,36C108235U274,2025-10-30,2026,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 4,Atlas Systems,7M7H337WDQTL,Other Than Small Business,N/A,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Time and Materials,Set-Aside,Full and Open (No Set-Aside),3,1713135.99,2025-11-01,2028-10-30,36
AWD-004295,36C086517C392,2022-03-03,2022,8,VISN 8 Medical Center Main,Network Contracting Office (NCO) 14,Keystone Enterprises,5ENE3RQ82J4D,Other Than Small Business,N/A,IT Services,541512,Computer Systems Design Services,D302,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,857654.11,2022-03-29,2023-03-28,12
AWD-004296,36C045982H962,2022-05-07,2022,4,VISN 4 Medical Center Main,SAO West,Keystone Associates,7YCTALCSBA4M,Other Than Small Business,N/A,IT Services,518210,"Data Processing, Hosting, and Related Services",D307,Time and Materials,Sole Source,Full and Open (No Set-Aside),1,3256905.84,2022-05-20,2024-05-18,24
AWD-004297,36C188047S572,2020-03-18,2020,18,VISN 18 Medical Center North,Network Contracting Office (NCO) 3,Keystone Technologies,GXHZ3Z3SYHJN,Other Than Small Business,N/A,Facilities Management,561210,Facilities Support Services,S214,IDIQ,Full and Open,Full and Open (No Set-Aside),6,241110.59,2020-03-21,2021-03-20,12
AWD-004298,36C023145P834,2024-05-27,2024,2,VISN 2 Medical Center North,Network Contracting Office (NCO) 1,Frontier LLC,NR4N7YCURLXK,Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q301,IDIQ,Set-Aside,Small Business,4,70563.66,2024-06-01,2027-05-31,36
AWD-004299,36C144096H105,2019-09-19,2019,14,VISN 14 Medical Center South,Network Contracting Office (NCO) 5,Atlas Group,YH3LKPYX4XXL,Other Than Small Business,N/A,Facilities Management,561210,Facilities Support Services,S214,Cost Plus Fixed Fee,Sole Source,Full and Open (No Set-Aside),1,434940.6,2019-10-08,2021-10-06,24
AWD-004300,36C084603E853,2022-10-09,2023,8,VISN 8 Medical Center North,Denver Acquisition and Logistics Center (DALC),Liberty Enterprises,VHDZW83E4UWQ,Other Than Small Business,N/A,IT Services,541519,Other Computer Related Services,D307,Labor Hour,Set-Aside,Full and Open (No Set-Aside),5,378839.14,2022-10-14,2026-10-12,48
AWD-004301,36C019365L901,2022-02-06,2022,1,VISN 1 Medical Center North,Denver Acquisition and Logistics Center (DALC),Unity Federal Services,3TAJ8HQBUEXH,Other Than Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q401,IDIQ,Sole Source,Full and Open (No Set-Aside),1,255263.76,2022-02-17,2027-02-15,60
AWD-004302,36C145140X557,2026-03-08,2026,14,VISN 14 Medical Center South,Network Contracting Office (NCO) 18,Vanguard Consulting,BEHRN96XK568,Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6525,IDIQ,Full and Open,Full and Open (No Set-Aside),2,186469.16,2026-03-27,2026-09-25,6
AWD-004303,36C076735U370,2022-08-24,2022,7,VISN 7 Medical Center North,Denver Acquisition and Logistics Center (DALC),Precision Associates,SX5DBJRFHZY8,Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6515,Time and Materials,Full and Open,Full and Open (No Set-Aside),2,785294.19,2022-09-04,2023-03-05,6
AWD-004304,36C178731L401,2022-02-08,2022,17,VISN 17 Medical Center West,Technology Acquisition Center (TAC),Atlas Group,2MWDMKBUNHWS,Other Than Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6508,IDIQ,Full and Open,Full and Open (No Set-Aside),5,1521593.22,2022-02-17,2023-02-16,12
AWD-004305,36C056853Y772,2021-12-05,2022,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 13,Sterling Systems,DS7CWX44V5A9,Small Business,HUBZone,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6508,Firm Fixed Price,Set-Aside,HUBZone,1,8476741.69,2021-12-27,2023-12-26,24
AWD-004306,36C027863R549,2026-05-11,2026,2,VISN 2 Medical Center Main,National Acquisition Center (NAC),Sterling Consulting,LH7X7DACEGL6,Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q201,Time and Materials,Full and Open,Full and Open (No Set-Aside),1,319073.15,2026-05-17,2027-05-16,12
AWD-004307,36C045095S836,2026-04-22,2026,4,VISN 4 Medical Center Main,SAO West,Unity Technologies,AMB46779QZKQ,Other Than Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6505,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),5,2954286.13,2026-05-09,2028-05-07,24
AWD-004308,36C106641P762,2022-05-08,2022,10,VISN 10 Medical Center North,Strategic Acquisition Center (SAC) - Frederick,Keystone Federal Services,RR7Q3ECMP5Z4,Other Than Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q201,Firm Fixed Price,Limited Competition,Full and Open (No Set-Aside),2,562516.47,2022-05-25,2023-05-24,12
AWD-004309,36C053142I254,2021-02-10,2021,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 12,Vanguard Federal Services,H9ZE888MBJF9,Small Business,SDVOSB,Medical/Clinical Services,621399,Offices of Health Practitioners,Q201,Firm Fixed Price,Set-Aside,SDVOSB,6,99966.47,2021-02-26,2025-02-24,48
AWD-004310,36C053048F451,2020-09-06,2020,5,VISN 5 Medical Center North,Network Contracting Office (NCO) 2,Liberty Technologies,86QCXGJJ4TMC,Other Than Small Business,N/A,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,382353.09,2020-09-10,2023-09-09,36
AWD-004311,36C059508L934,2024-10-19,2025,5,VISN 5 Medical Center North,Technology Acquisition Center (TAC),Anchor Federal Services,DAS2F9R99Y9U,Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6508,Time and Materials,Set-Aside,Full and Open (No Set-Aside),4,92683.5,2024-10-19,2029-10-17,60
AWD-004312,36C056142U141,2021-09-11,2021,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 8,Cornerstone Associates,TGVV954HF5CX,Other Than Small Business,N/A,Construction,236220,Commercial Building Construction,Z1AA,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),2,2572589.89,2021-09-16,2022-03-17,6
AWD-004313,36C072303W359,2019-08-21,2019,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 8,Meridian Systems,PELTQBUEMN5T,Other Than Small Business,N/A,IT Services,518210,"Data Processing, Hosting, and Related Services",D307,Time and Materials,Set-Aside,Full and Open (No Set-Aside),5,4495554.11,2019-09-18,2022-09-16,36
AWD-004314,36C164697Z886,2025-09-23,2025,16,VISN 16 Medical Center Main,Network Contracting Office (NCO) 15,Meridian Solutions,UL9L6Q2LDU8U,Small Business,SDVOSB,Food Service,722320,Caterers,8940,Firm Fixed Price,Set-Aside,SDVOSB,3,22821.13,2025-10-03,2026-04-03,6
AWD-004315,36C021612Y289,2023-07-14,2023,2,VISN 2 Medical Center Main,SAO East,Sterling Partners,P2BN4TGZQDEP,Small Business,SDVOSB,IT Services,541512,Computer Systems Design Services,D302,IDIQ,Set-Aside,SDVOSB,6,1889149.75,2023-07-14,2026-07-12,36
AWD-004316,36C085612B346,2026-05-29,2026,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 6,Summit Solutions,86QRMA5BCZUF,Small Business,N/A,IT Services,518210,"Data Processing, Hosting, and Related Services",D302,Firm Fixed Price,Set-Aside,Small Business,3,298296.92,2026-06-01,2027-05-31,12
AWD-004317,36C052511D705,2022-08-02,2022,5,VISN 5 Medical Center South,National Acquisition Center (NAC),Meridian Technologies,MA7RUGA35JL5,Other Than Small Business,N/A,Professional Services,541990,All Other Professional/Scientific/Technical Services,R425,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),2,483888.81,2022-08-26,2026-08-24,48
AWD-004318,36C079065U300,2020-07-27,2020,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 3,Unity Partners,PVYPYMBWEMML,Other Than Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R408,Cost Plus Fixed Fee,Sole Source,Full and Open (No Set-Aside),1,68111.42,2020-08-02,2022-08-01,24
AWD-004319,36C139633U399,2019-04-15,2019,13,VISN 13 Medical Center South,Network Contracting Office (NCO) 14,Guardian Industries,TNYD5PJCNDBN,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6515,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),2,115530.68,2019-04-21,2023-04-19,48
AWD-004320,36C154373B258,2026-05-08,2026,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 7,Legacy Group,S2TBJGXTXD2N,Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q401,IDIQ,Limited Competition,Full and Open (No Set-Aside),4,60513.05,2026-06-06,2027-06-05,12
AWD-004321,36C165705B606,2024-07-30,2024,16,VISN 16 Medical Center Main,Network Contracting Office (NCO) 17,Summit Consulting,6T8CJCBXAF8L,Small Business,SDVOSB,Professional Services,541611,Administrative Management Consulting,R425,Firm Fixed Price,Set-Aside,SDVOSB,1,1288324.2,2024-08-03,2025-02-01,6
AWD-004322,36C069853Y741,2022-04-25,2022,6,VISN 6 Medical Center North,Network Contracting Office (NCO) 10,Apex Partners,V7SP884D3XTS,Small Business,N/A,Professional Services,541990,All Other Professional/Scientific/Technical Services,R408,IDIQ,Limited Competition,Full and Open (No Set-Aside),6,602974.71,2022-05-01,2024-04-29,24
AWD-004323,36C109624S100,2021-11-28,2022,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 2,Cornerstone Industries,J7DAGA8UMQ6U,Other Than Small Business,N/A,Pharmaceuticals,446110,Pharmacies and Drug Stores,6505,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),10,206784.56,2021-12-27,2024-12-25,36
AWD-004324,36C182234J754,2023-09-11,2023,18,VISN 18 Medical Center North,Strategic Acquisition Center (SAC) - Frederick,Beacon Group,ZBP6PVBH6N3N,Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Cost Plus Fixed Fee,Full and Open,Full and Open (No Set-Aside),3,874292.05,2023-10-04,2025-10-02,24
AWD-004325,36C159432K718,2023-07-16,2023,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 17,Vanguard Technologies,XACYAJH4RM2J,Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q201,IDIQ,Set-Aside,Small Business,10,490859.89,2023-07-30,2026-07-28,36
AWD-004326,36C183570U819,2023-05-10,2023,18,VISN 18 Medical Center North,Network Contracting Office (NCO) 13,Apex Industries,9VWEAMQG3LJP,Other Than Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q401,Blanket Purchase Agreement (BPA),Sole Source,Full and Open (No Set-Aside),1,388286.34,2023-05-14,2026-05-12,36
AWD-004327,36C165634H372,2019-05-25,2019,16,VISN 16 Medical Center South,Network Contracting Office (NCO) 15,Cornerstone Systems,YNE54NS38AWT,Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q301,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),3,338786.7,2019-06-04,2021-06-02,24
AWD-004328,36C174498D494,2025-07-16,2025,17,VISN 17 Medical Center South,Network Contracting Office (NCO) 16,Sterling Solutions,DVYXYHY68VVU,Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6525,IDIQ,Set-Aside,Full and Open (No Set-Aside),5,1140271.97,2025-08-09,2026-08-08,12
AWD-004329,36C181561V578,2025-06-01,2025,18,VISN 18 Medical Center North,Denver Acquisition and Logistics Center (DALC),Sterling Group,NDRXUZ7SK49B,Other Than Small Business,N/A,Construction,236220,Commercial Building Construction,Y1AA,Time and Materials,Full and Open,Full and Open (No Set-Aside),2,5024740.63,2025-06-18,2026-06-17,12
AWD-004330,36C122204C679,2021-02-16,2021,12,VISN 12 Medical Center Main,Network Contracting Office (NCO) 1,Patriot Systems,RLCRBDGZ2RXA,Other Than Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6515,Cost Plus Fixed Fee,Limited Competition,Full and Open (No Set-Aside),6,539003.59,2021-03-06,2023-03-05,24
AWD-004331,36C127092A167,2022-11-06,2023,12,VISN 12 Medical Center Main,Network Contracting Office (NCO) 1,Liberty Inc.,YKZWDRQKKQC8,Small Business,SDVOSB,Facilities Management,561210,Facilities Support Services,S214,Firm Fixed Price,Set-Aside,SDVOSB,3,1581392.7,2022-11-07,2023-11-06,12
AWD-004332,36C024258A702,2021-06-29,2021,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 11,Pinnacle Systems,NXY96AR9FJ78,Other Than Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6515,Time and Materials,Full and Open,Full and Open (No Set-Aside),2,1104560.78,2021-07-23,2023-07-22,24
AWD-004333,36C189125Y376,2024-12-29,2025,18,VISN 18 Medical Center Main,Network Contracting Office (NCO) 2,Keystone Systems,HFZQKNNYPS2M,Other Than Small Business,N/A,Professional Services,541990,All Other Professional/Scientific/Technical Services,R425,Time and Materials,Sole Source,Full and Open (No Set-Aside),1,54717.68,2025-01-26,2026-01-25,12
AWD-004334,36C083490L965,2026-02-27,2026,8,VISN 8 Medical Center Main,Network Contracting Office (NCO) 8,Pinnacle Group,7VFAMQ9BAYXW,Other Than Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,Blanket Purchase Agreement (BPA),Full and Open,Full and Open (No Set-Aside),4,1260342.73,2026-03-14,2030-03-12,48
AWD-004335,36C022796V782,2024-05-02,2024,2,VISN 2 Medical Center North,Network Contracting Office (NCO) 9,Horizon Systems,QG9UE83QT9BY,Small Business,SDVOSB,Professional Services,541611,Administrative Management Consulting,R425,Firm Fixed Price,Set-Aside,SDVOSB,4,342315.7,2024-05-09,2028-05-07,48
AWD-004336,36C027062L926,2023-01-08,2023,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 8,Sterling Solutions,9HYQV9GFY3ER,Small Business,WOSB,Medical/Clinical Services,621111,Offices of Physicians,Q301,Firm Fixed Price,Set-Aside,WOSB,10,880338.07,2023-02-07,2024-02-06,12
AWD-004337,36C146807G772,2024-09-08,2024,14,VISN 14 Medical Center North,Network Contracting Office (NCO) 8,Atlas Systems,PWHWUHL5SGSG,Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6525,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),5,201606.68,2024-09-10,2025-03-11,6
AWD-004338,36C156841E795,2022-05-14,2022,15,VISN 15 Medical Center North,Network Contracting Office (NCO) 5,Cornerstone Systems,UNYP2ENR228D,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6515,IDIQ,Sole Source,Full and Open (No Set-Aside),1,200962.02,2022-05-20,2023-05-19,12
AWD-004339,36C085946R608,2020-11-27,2021,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 15,Legacy Inc.,8SQDYEWPCZ6T,Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R408,Blanket Purchase Agreement (BPA),Full and Open,Full and Open (No Set-Aside),10,123739.69,2020-12-27,2023-12-26,36
AWD-004340,36C052685T962,2026-05-17,2026,5,VISN 5 Medical Center South,SAO East,Vertex Inc.,R27BA8LFD4JA,Other Than Small Business,N/A,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Cost Plus Fixed Fee,Full and Open,Full and Open (No Set-Aside),7,219686.87,2026-05-20,2030-05-18,48
AWD-004341,36C013851N604,2025-04-05,2025,1,VISN 1 Medical Center North,Network Contracting Office (NCO) 2,Sterling Partners,63H29F3K4PZ7,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,905178.3,2025-04-12,2026-04-11,12
AWD-004342,36C019504P669,2021-01-11,2021,1,VISN 1 Medical Center North,Network Contracting Office (NCO) 14,Summit Consulting,TL4E9UGKC5KM,Small Business,N/A,Professional Services,541990,All Other Professional/Scientific/Technical Services,R425,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),6,554082.9,2021-01-30,2023-01-29,24
AWD-004343,36C158374H765,2022-04-18,2022,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 10,Keystone Associates,CSX2ER3NR7MJ,Small Business,VOSB,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6515,IDIQ,Set-Aside,VOSB,5,175332.68,2022-05-03,2024-05-01,24
AWD-004344,36C118990M947,2020-02-04,2020,11,VISN 11 Medical Center Main,Technology Acquisition Center (TAC),Summit LLC,Z8BC7WQYJTU8,Other Than Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,IDIQ,Full and Open,Full and Open (No Set-Aside),2,208705.3,2020-02-17,2021-02-15,12
AWD-004345,36C185440R846,2024-04-12,2024,18,VISN 18 Medical Center South,Network Contracting Office (NCO) 7,Anchor Solutions,453H6P3SBFES,Other Than Small Business,N/A,Food Service,311423,Dried and Dehydrated Food Mfg,F002,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),3,37173.59,2024-04-27,2025-04-26,12
AWD-004346,36C026216Y495,2020-06-08,2020,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 1,Vanguard Group,5XS2CNP9UNTP,Small Business,VOSB,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,Firm Fixed Price,Set-Aside,VOSB,1,26131.91,2020-06-14,2020-12-13,6
AWD-004347,36C166470P912,2021-11-25,2022,16,VISN 16 Medical Center South,National Acquisition Center (NAC),Frontier Industries,KAXMJ2UUU3B6,Other Than Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6508,Time and Materials,Full and Open,Full and Open (No Set-Aside),6,121038.41,2021-11-28,2022-11-27,12
AWD-004348,36C085437A295,2025-04-08,2025,8,VISN 8 Medical Center Main,SAO West,Patriot Inc.,AH3UJ994DRFT,Other Than Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),10,560798.14,2025-04-09,2026-04-08,12
AWD-004349,36C061104G554,2021-01-19,2021,6,VISN 6 Medical Center North,Network Contracting Office (NCO) 17,Summit Systems,R6RXVUTD2RTG,Small Business,SDVOSB,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,Firm Fixed Price,Set-Aside,SDVOSB,5,347105.1,2021-02-05,2022-02-04,12
AWD-004350,36C189158N895,2022-10-06,2023,18,VISN 18 Medical Center North,Network Contracting Office (NCO) 9,Summit Technologies,ENJGE7E4BKAD,Other Than Small Business,N/A,Food Service,722320,Caterers,F002,Blanket Purchase Agreement (BPA),Full and Open,Full and Open (No Set-Aside),5,56175.01,2022-10-20,2026-10-18,48
AWD-004351,36C042500O504,2026-05-04,2026,4,VISN 4 Medical Center South,SAO West,Patriot Federal Services,QCM2HWN9VLYM,Small Business,8(a),Construction,237990,Other Heavy and Civil Engineering Construction,Y1AA,Firm Fixed Price,Set-Aside,8(a),5,2266838.22,2026-05-06,2027-05-05,12
AWD-004352,36C083215Q228,2020-01-01,2020,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 2,Guardian LLC,P96UHWTQ9S5Z,Other Than Small Business,N/A,Facilities Management,561210,Facilities Support Services,S214,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),1,101326.68,2020-01-22,2025-01-19,60
AWD-004353,36C141317W912,2021-06-29,2021,14,VISN 14 Medical Center North,Network Contracting Office (NCO) 17,Guardian Group,Z7Q9QAXH39AS,Small Business,SDVOSB,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q201,Labor Hour,Set-Aside,SDVOSB,4,2572777.26,2021-06-30,2025-06-28,48
AWD-004354,36C097452V512,2022-12-26,2023,9,VISN 9 Medical Center East,Denver Acquisition and Logistics Center (DALC),Meridian Technologies,NUPMFTY9FZCK,Other Than Small Business,N/A,Food Service,311423,Dried and Dehydrated Food Mfg,8940,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),6,447541.12,2023-01-19,2026-01-17,36
