Record_ID,Fiscal_Year,VISN,Category,NAICS_Code,PSC_Code,Contract_Type,Set_Aside_Type,Competition_Type,Vendor_Size,Socioeconomic_Category,Estimated_Value,Number_of_Offers_Received,Incumbent_Present,Requirement_Complexity_Score,Contracting_Office_Open_Actions,Days_Since_Requirement_Posted,Prior_Year_Spend_Same_Requirement,Award_Amount,Days_to_Award,Small_Business_Award,Protest_Filed,On_Time_Award
MODEL-003641,2025,16,Medical Equipment,339112,6525,Cost Plus Fixed Fee,Small Business,Set-Aside,Small Business,N/A,565624.95,2,Yes,10,60,87,614092.01,751180.58,100,0,0,1
MODEL-003642,2024,8,Medical Equipment,339112,6525,Time and Materials,Small Business,Set-Aside,Small Business,N/A,697178.84,4,Yes,5,33,109,736341.39,651893.74,84,1,0,1
MODEL-003643,2023,11,Pharmaceuticals,325412,6505,IDIQ,Full and Open (No Set-Aside),Limited Competition,Small Business,N/A,925370.81,5,Yes,4,43,80,984364.91,975151.92,66,0,0,1
MODEL-003644,2023,7,Facilities Management,561210,S214,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,77457.13,4,Yes,4,79,74,85642.75,71060.54,46,1,0,1
MODEL-003645,2022,3,Medical/Clinical Services,621399,Q301,Firm Fixed Price,8(a),Set-Aside,Other Than Small Business,8(a),1326659.39,5,Yes,8,40,92,1438208.03,1382982.15,108,1,0,1
MODEL-003646,2022,12,Medical/Clinical Services,621399,Q401,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,170356.45,3,Yes,6,44,75,144871.87,176114.24,73,1,0,1
MODEL-003647,2022,5,Pharmaceuticals,446110,6505,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,273746.3,6,No,3,16,62,0.0,259430.82,91,0,0,0
MODEL-003648,2021,18,Medical Equipment,423450,6520,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,789269.68,4,No,7,10,74,0.0,818474.64,100,0,0,1
MODEL-003649,2022,11,IT Services,541519,D307,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,283024.03,1,No,3,24,82,0.0,313234.93,63,0,0,1
MODEL-003650,2026,18,Professional Services,541990,R408,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,171304.88,5,Yes,4,35,44,154488.47,174029.99,77,1,0,1
MODEL-003651,2025,4,Construction,236220,Y1AA,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,1543451.87,4,Yes,8,37,68,1565876.19,1943955.37,83,1,0,1
MODEL-003652,2025,6,Pharmaceuticals,325412,6505,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,601144.16,9,No,5,41,41,0.0,671944.73,113,0,0,0
MODEL-003653,2025,7,IT Services,541512,D307,Firm Fixed Price,Small Business,Set-Aside,Other Than Small Business,N/A,305709.87,3,Yes,5,42,75,354638.51,320720.32,56,1,0,1
MODEL-003654,2022,5,IT Services,541512,D316,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,1595516.32,8,No,5,54,49,0.0,1618629.53,120,0,0,0
MODEL-003655,2022,15,Pharmaceuticals,325412,6508,Firm Fixed Price,VOSB,Set-Aside,Other Than Small Business,VOSB,1671066.43,5,No,6,13,60,0.0,1792460.12,85,1,0,1
MODEL-003656,2026,3,IT Services,518210,D307,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),616272.02,3,No,2,64,39,0.0,561635.92,53,1,0,1
MODEL-003657,2025,4,IT Services,518210,D307,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,470515.7,2,Yes,1,19,86,484253.0,533788.13,43,1,0,1
MODEL-003658,2025,10,Facilities Management,561720,S201,Time and Materials,WOSB,Set-Aside,Small Business,WOSB,116337.99,3,No,5,38,35,0.0,110016.1,76,1,0,1
MODEL-003659,2024,5,Medical Equipment,423450,6520,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,84989.89,4,Yes,4,71,29,60892.45,93197.42,47,1,0,1
MODEL-003660,2024,9,Construction,236220,Z1AA,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,1734957.03,4,Yes,5,49,63,1399941.65,1663788.04,91,1,0,1
MODEL-003661,2026,15,Facilities Management,561720,S214,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,455657.77,1,Yes,6,9,42,522123.17,432417.93,81,1,0,1
MODEL-003662,2024,11,Professional Services,541611,R408,Time and Materials,Small Business,Set-Aside,Small Business,N/A,117634.19,7,Yes,6,42,43,116072.44,131419.28,71,0,0,1
MODEL-003663,2025,1,IT Services,518210,D302,IDIQ,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,2614189.02,6,No,7,63,29,0.0,2893593.08,104,1,0,1
MODEL-003664,2022,13,Food Service,722320,F002,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,406799.03,3,Yes,4,56,92,386587.36,442654.85,71,1,0,1
MODEL-003665,2026,1,Food Service,722320,8940,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,52528.82,4,Yes,4,25,68,45682.5,67563.5,70,1,0,1
MODEL-003666,2023,10,Medical/Clinical Services,621399,Q301,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,108356.4,2,Yes,4,59,62,117328.29,123877.62,63,0,0,1
MODEL-003667,2023,2,Construction,237990,Y1AA,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,1355064.3,5,No,2,74,43,0.0,1511152.51,68,1,0,1
MODEL-003668,2022,16,Transportation,485991,V231,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),151791.24,1,Yes,2,27,45,140693.36,154626.82,29,1,0,1
MODEL-003669,2025,14,IT Services,541512,D316,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,554261.35,5,No,8,32,58,0.0,651953.31,109,1,1,1
MODEL-003670,2022,4,Pharmaceuticals,325412,6508,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,1176799.66,7,Yes,6,43,62,932278.49,1251041.7,81,1,0,1
MODEL-003671,2022,12,Professional Services,541990,R408,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1051947.14,6,No,6,40,72,0.0,1215110.5,133,1,1,0
MODEL-003672,2026,1,Medical/Clinical Services,621399,Q401,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),405475.79,2,Yes,5,67,100,296449.51,447456.36,84,0,0,1
MODEL-003673,2025,10,Professional Services,541611,R408,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,184090.54,2,Yes,3,27,76,196514.12,192785.42,48,1,0,1
MODEL-003674,2022,18,Medical/Clinical Services,621399,Q401,Time and Materials,HUBZone,Set-Aside,Small Business,HUBZone,107609.83,8,Yes,8,35,54,78729.29,101875.31,55,1,0,1
MODEL-003675,2024,18,Medical/Clinical Services,621399,Q301,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,180824.59,7,Yes,6,28,72,182299.93,192181.83,64,1,0,1
MODEL-003676,2024,1,Medical/Clinical Services,621399,Q301,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,645274.91,3,Yes,6,68,14,580097.45,670563.59,72,1,0,1
MODEL-003677,2026,7,Professional Services,541990,R408,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,541305.65,3,No,4,60,61,0.0,609496.76,89,1,0,0
MODEL-003678,2026,16,Construction,236220,Y1AA,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Small Business,N/A,1440755.6,5,No,7,81,18,0.0,1547122.86,122,0,0,0
MODEL-003679,2025,12,Construction,237990,Y1AA,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,2123694.13,2,Yes,6,73,69,1699144.42,2080082.07,108,1,0,0
MODEL-003680,2022,9,Facilities Management,561210,S214,Time and Materials,Full and Open (No Set-Aside),Limited Competition,Small Business,N/A,1219362.7,6,Yes,9,30,32,1424921.48,1296408.84,101,1,0,1
MODEL-003681,2023,7,IT Services,541519,D302,Firm Fixed Price,8(a),Set-Aside,Other Than Small Business,8(a),1709610.17,1,Yes,6,66,53,1396363.18,1805168.95,81,1,0,1
MODEL-003682,2026,7,Medical/Clinical Services,621111,Q201,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,427070.34,7,No,3,39,58,0.0,400955.05,78,1,0,1
MODEL-003683,2024,16,IT Services,541519,D307,IDIQ,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,80629.01,5,Yes,5,71,51,104641.04,91379.83,103,0,0,0
MODEL-003684,2026,17,Medical/Clinical Services,622110,Q201,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,203129.02,5,Yes,9,42,25,144706.96,207589.75,91,1,0,1
MODEL-003685,2023,10,Medical/Clinical Services,622110,Q301,Blanket Purchase Agreement (BPA),Small Business,Set-Aside,Small Business,N/A,314382.85,4,Yes,4,30,55,349597.56,314662.42,74,0,0,1
MODEL-003686,2022,7,Facilities Management,561210,S201,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,380227.53,5,Yes,7,17,45,404802.96,327548.04,86,1,0,1
MODEL-003687,2022,14,IT Services,518210,D307,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,866422.8,4,Yes,2,32,104,1093518.55,857119.06,47,1,0,1
MODEL-003688,2023,12,Pharmaceuticals,446110,6505,Time and Materials,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,273665.11,4,No,7,54,79,0.0,319624.37,69,1,0,1
MODEL-003689,2022,9,Medical Equipment,339112,6520,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,295412.5,6,Yes,3,16,75,334206.83,268168.35,49,0,0,1
MODEL-003690,2026,12,Transportation,485991,V231,Blanket Purchase Agreement (BPA),WOSB,Set-Aside,Small Business,WOSB,161977.79,3,No,7,26,88,0.0,166402.91,114,1,0,0
MODEL-003691,2022,8,Pharmaceuticals,446110,6505,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,287112.23,6,No,4,61,77,0.0,324693.2,76,0,0,1
MODEL-003692,2021,18,Medical/Clinical Services,621399,Q301,Firm Fixed Price,8(a),Set-Aside,Other Than Small Business,8(a),684610.42,4,No,4,55,83,0.0,608414.22,75,1,0,1
MODEL-003693,2022,3,IT Services,518210,D307,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,485967.16,1,No,4,34,50,0.0,559044.48,64,1,0,1
MODEL-003694,2023,7,IT Services,518210,D316,Labor Hour,8(a),Set-Aside,Small Business,8(a),398027.81,2,No,4,34,98,0.0,451746.02,67,1,1,1
MODEL-003695,2025,13,Facilities Management,561720,S214,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,152815.94,4,Yes,3,50,91,173693.5,181495.76,41,0,0,1
MODEL-003696,2026,4,Pharmaceuticals,446110,6505,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),233397.63,1,No,6,48,74,0.0,259437.32,103,1,0,0
MODEL-003697,2025,14,Medical Equipment,339112,6515,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,58163.62,4,No,5,33,48,0.0,54610.51,89,1,0,1
MODEL-003698,2026,5,Medical Equipment,423450,6515,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,382277.15,6,No,7,17,40,0.0,493646.26,106,1,0,1
MODEL-003699,2022,18,Facilities Management,561720,S214,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,1230422.03,4,Yes,6,36,39,1051780.16,1230935.87,78,1,0,1
MODEL-003700,2025,18,Pharmaceuticals,446110,6508,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1409105.79,4,Yes,6,58,61,1639103.25,1399018.14,98,0,0,1
MODEL-003701,2022,8,Medical Equipment,423450,6515,Time and Materials,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,145736.05,4,Yes,5,59,43,142571.35,167609.09,83,0,0,1
MODEL-003702,2024,10,IT Services,518210,D316,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,525756.86,10,No,5,45,62,0.0,523041.77,96,1,0,0
MODEL-003703,2022,16,Pharmaceuticals,325412,6505,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,54144.88,2,No,1,21,101,0.0,58771.74,46,1,0,1
MODEL-003704,2026,13,IT Services,541519,D316,Firm Fixed Price,8(a),Set-Aside,Other Than Small Business,8(a),305009.68,5,No,5,33,76,0.0,325118.55,89,1,0,1
MODEL-003705,2023,5,IT Services,518210,D307,Firm Fixed Price,VOSB,Set-Aside,Other Than Small Business,VOSB,1617503.16,7,Yes,7,45,69,1676937.82,2066947.85,122,1,0,0
MODEL-003706,2021,18,Professional Services,541990,R408,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,96285.81,2,Yes,5,47,104,70468.76,107220.74,58,1,0,1
MODEL-003707,2025,17,Food Service,722320,8940,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,95119.0,5,No,6,46,95,0.0,105110.44,94,1,0,1
MODEL-003708,2024,11,Medical/Clinical Services,622110,Q201,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,143631.82,2,No,5,55,58,0.0,126295.42,84,1,0,1
MODEL-003709,2022,7,Pharmaceuticals,446110,6505,Time and Materials,VOSB,Set-Aside,Small Business,VOSB,534105.59,5,No,6,41,76,0.0,450881.06,113,1,0,0
MODEL-003710,2024,17,Pharmaceuticals,446110,6505,Time and Materials,Small Business,Set-Aside,Other Than Small Business,N/A,279838.31,5,Yes,4,32,46,225881.14,353241.95,66,1,0,1
MODEL-003711,2022,16,Food Service,311423,F002,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,248736.47,6,Yes,5,39,51,201005.86,297793.06,89,0,0,1
MODEL-003712,2026,7,Medical/Clinical Services,621399,Q301,IDIQ,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,864252.8,2,Yes,5,48,53,854105.92,842206.43,75,0,0,1
MODEL-003713,2022,8,IT Services,541512,D307,Time and Materials,8(a),Set-Aside,Small Business,8(a),344621.42,4,No,5,21,38,0.0,344598.65,89,1,0,1
MODEL-003714,2026,3,IT Services,541512,D316,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,183719.9,1,Yes,3,20,65,178272.49,207281.04,57,0,0,1
MODEL-003715,2026,17,Professional Services,541990,R408,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,241433.95,5,Yes,5,26,63,216304.2,211787.25,67,1,0,1
MODEL-003716,2025,8,Food Service,722320,F002,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,258356.93,6,Yes,1,70,49,227031.76,257985.99,36,1,0,1
MODEL-003717,2021,10,Facilities Management,561720,S201,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,995776.09,6,No,6,29,43,0.0,1254038.42,97,1,0,1
MODEL-003718,2022,8,Medical Equipment,423450,6525,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,769915.92,1,Yes,1,23,59,715006.71,711355.54,50,1,0,1
MODEL-003719,2026,15,Medical Equipment,339112,6525,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,131869.6,4,Yes,4,62,89,96889.62,109817.28,46,1,0,1
MODEL-003720,2025,17,Professional Services,541611,R408,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,265669.53,4,No,4,64,25,0.0,283863.77,78,1,1,1
MODEL-003721,2023,12,Professional Services,541990,R408,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,139503.91,3,No,2,56,51,0.0,121319.94,30,1,0,1
MODEL-003722,2023,14,Construction,236220,Z1AA,IDIQ,Small Business,Set-Aside,Small Business,N/A,2309291.08,1,Yes,6,33,82,2203193.05,2724980.81,89,1,0,1
MODEL-003723,2026,10,Facilities Management,561210,S214,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,319899.54,4,Yes,3,76,70,298311.54,341377.16,25,1,0,1
MODEL-003724,2022,5,Medical/Clinical Services,621399,Q301,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,1476704.77,8,Yes,7,49,40,1857367.94,1604228.65,85,1,0,1
MODEL-003725,2021,4,Construction,237990,Z1AA,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,1008892.77,2,No,8,13,53,0.0,1002795.33,95,1,0,1
MODEL-003726,2025,7,Medical Equipment,423450,6525,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,816880.42,4,No,4,55,35,0.0,834698.56,84,1,0,1
MODEL-003727,2026,7,Facilities Management,561720,S201,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,168284.67,4,Yes,4,32,52,159002.72,167286.3,68,1,0,1
MODEL-003728,2022,6,Medical/Clinical Services,621399,Q401,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Sole Source,Small Business,N/A,276630.18,1,Yes,5,31,53,260170.11,310593.18,56,1,0,1
MODEL-003729,2025,7,Pharmaceuticals,446110,6508,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,183179.96,7,No,6,67,29,0.0,172898.22,111,1,0,0
MODEL-003730,2023,11,IT Services,518210,D307,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,560575.18,4,Yes,6,55,81,458036.74,610233.52,93,1,0,1
MODEL-003731,2022,12,Professional Services,541990,R425,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,13131.96,2,No,4,76,33,0.0,14559.45,72,1,0,1
MODEL-003732,2025,14,Medical/Clinical Services,622110,Q201,Blanket Purchase Agreement (BPA),VOSB,Set-Aside,Small Business,VOSB,336594.3,5,Yes,2,12,42,431086.58,408012.44,53,1,0,1
MODEL-003733,2023,17,IT Services,518210,D307,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,262379.54,7,No,2,33,139,0.0,263943.94,69,1,0,1
MODEL-003734,2026,6,Food Service,311423,F002,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,96376.49,6,Yes,6,44,45,88710.3,93995.58,75,1,0,1
MODEL-003735,2023,4,Medical/Clinical Services,621399,Q301,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,61896.31,4,No,4,41,56,0.0,69534.15,94,0,0,0
MODEL-003736,2022,15,Security Services,561612,S206,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,253900.88,5,Yes,4,43,40,212897.97,250602.58,89,0,1,0
MODEL-003737,2022,5,IT Services,541519,D307,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,643906.53,5,No,3,60,53,0.0,537519.63,107,0,0,0
MODEL-003738,2021,15,IT Services,541519,D316,Time and Materials,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,650834.18,9,Yes,6,42,43,787275.8,633042.32,105,1,0,0
MODEL-003739,2025,9,IT Services,541519,D302,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,3366083.51,1,Yes,9,26,72,4295065.78,2609521.71,119,1,1,1
MODEL-003740,2022,18,Food Service,722320,8940,Blanket Purchase Agreement (BPA),Small Business,Set-Aside,Small Business,N/A,50673.97,3,Yes,3,25,48,37910.26,40296.87,57,0,0,1
MODEL-003741,2023,13,Facilities Management,561720,S214,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,390664.3,6,No,2,44,48,0.0,381783.96,110,0,0,0
MODEL-003742,2025,12,IT Services,541512,D316,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,659939.86,7,Yes,4,5,60,671221.67,580081.1,89,0,0,0
MODEL-003743,2026,11,Medical/Clinical Services,622110,Q401,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,396220.85,1,Yes,4,42,48,392863.43,390205.01,78,0,0,1
MODEL-003744,2023,17,Transportation,492110,V231,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,376442.38,3,Yes,2,46,72,405480.96,369462.98,43,0,0,1
MODEL-003745,2021,7,Facilities Management,561720,S201,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,293096.55,3,No,5,69,71,0.0,287304.64,76,1,0,1
MODEL-003746,2025,15,Medical/Clinical Services,621399,Q301,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,805106.5,5,No,1,39,38,0.0,917468.42,56,1,0,1
MODEL-003747,2024,16,Medical Equipment,423450,6520,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,580435.01,6,No,2,38,58,0.0,561026.96,107,0,0,0
MODEL-003748,2021,1,Security Services,561612,S206,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,373561.41,2,Yes,5,36,61,401846.64,277105.02,57,0,0,1
MODEL-003749,2022,2,Security Services,561612,S206,Time and Materials,VOSB,Set-Aside,Small Business,VOSB,39927.67,5,Yes,4,58,27,50814.02,50526.83,70,1,0,1
MODEL-003750,2026,6,Food Service,722320,8940,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,160322.49,4,No,1,48,30,0.0,171834.58,38,1,0,1
MODEL-003751,2022,14,Medical/Clinical Services,621399,Q301,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,1054735.74,3,Yes,6,54,71,1217726.11,1213595.79,106,1,0,0
MODEL-003752,2025,12,Construction,236220,Y1AA,IDIQ,Small Business,Set-Aside,Small Business,N/A,468808.39,5,Yes,1,51,102,388095.15,465047.35,40,1,0,1
MODEL-003753,2022,5,Pharmaceuticals,446110,6508,Time and Materials,VOSB,Set-Aside,Small Business,VOSB,702977.11,5,Yes,3,28,19,823010.63,683988.94,71,1,0,1
MODEL-003754,2025,13,Medical Equipment,423450,6520,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,1132252.69,5,Yes,8,55,119,950074.4,979808.3,92,1,0,1
MODEL-003755,2024,2,Medical/Clinical Services,621111,Q401,Time and Materials,WOSB,Set-Aside,Small Business,WOSB,103064.84,3,No,4,90,47,0.0,79461.92,74,1,0,1
MODEL-003756,2022,11,Medical/Clinical Services,621399,Q301,IDIQ,Small Business,Set-Aside,Small Business,N/A,4859540.39,3,No,7,65,45,0.0,4588891.93,131,1,0,0
MODEL-003757,2022,16,IT Services,518210,D302,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,383770.18,1,Yes,5,69,74,441528.97,357731.62,45,1,0,1
MODEL-003758,2026,14,IT Services,541519,D302,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,727422.92,9,Yes,7,81,62,864307.92,650958.36,105,1,0,1
MODEL-003759,2022,5,Medical Equipment,339112,6525,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,230171.9,4,No,2,36,39,0.0,201701.7,74,1,0,0
MODEL-003760,2025,5,Facilities Management,561720,S214,Blanket Purchase Agreement (BPA),8(a),Set-Aside,Small Business,8(a),267247.44,5,No,4,102,73,0.0,273808.17,72,1,0,1
MODEL-003761,2021,6,Medical Equipment,339112,6515,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,72834.37,7,No,3,66,80,0.0,68882.41,52,1,0,1
MODEL-003762,2026,9,Food Service,722320,F002,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,25270.3,7,Yes,3,60,5,28694.9,28545.12,80,0,0,0
MODEL-003763,2026,18,Medical Equipment,423450,6515,Blanket Purchase Agreement (BPA),Small Business,Set-Aside,Small Business,N/A,290513.61,3,Yes,5,59,90,259963.24,265500.06,37,1,0,1
MODEL-003764,2022,18,IT Services,541519,D302,Cost Plus Fixed Fee,8(a),Set-Aside,Small Business,8(a),1512376.65,2,Yes,7,67,56,1340700.51,1613669.71,100,1,0,1
MODEL-003765,2026,4,Facilities Management,561210,S214,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,1004050.06,4,Yes,5,42,48,1127325.32,910525.64,70,1,0,1
MODEL-003766,2023,5,Professional Services,541611,R408,Blanket Purchase Agreement (BPA),WOSB,Set-Aside,Small Business,WOSB,747106.67,1,No,6,57,74,0.0,732675.19,87,1,0,1
MODEL-003767,2026,18,IT Services,541512,D307,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,180756.9,8,Yes,4,45,53,129759.0,139219.37,75,1,0,1
MODEL-003768,2026,1,Medical/Clinical Services,621111,Q301,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,275467.25,2,Yes,2,75,17,243889.94,276286.59,60,1,0,1
MODEL-003769,2023,13,Medical/Clinical Services,621399,Q401,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,145473.54,4,Yes,3,62,65,166260.92,175859.09,67,1,0,1
MODEL-003770,2025,8,IT Services,518210,D316,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,261892.26,2,Yes,5,31,35,199791.5,262770.1,53,1,0,1
MODEL-003771,2026,16,Medical Equipment,423450,6525,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,320897.23,4,Yes,5,41,73,315227.36,314880.51,85,1,0,1
MODEL-003772,2026,7,Medical/Clinical Services,621111,Q301,IDIQ,Small Business,Set-Aside,Other Than Small Business,N/A,341218.37,6,Yes,1,58,80,295031.68,255562.43,76,1,0,0
MODEL-003773,2024,7,Medical/Clinical Services,621111,Q401,IDIQ,VOSB,Set-Aside,Small Business,VOSB,449900.31,2,Yes,6,26,62,477979.64,495800.34,80,1,0,1
MODEL-003774,2026,3,Transportation,492110,V231,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,75987.93,6,No,3,32,29,0.0,71402.66,100,0,0,0
MODEL-003775,2022,15,Construction,236220,Z1AA,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,1448800.84,6,No,9,5,53,0.0,1431376.94,105,1,0,1
MODEL-003776,2024,18,Professional Services,541990,R408,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,1058019.94,2,No,3,56,58,0.0,1213521.49,65,1,0,1
MODEL-003777,2022,1,IT Services,518210,D316,Blanket Purchase Agreement (BPA),WOSB,Set-Aside,Small Business,WOSB,75553.48,4,No,6,33,26,0.0,87084.64,85,1,1,1
MODEL-003778,2024,13,Medical Equipment,339112,6525,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,697727.39,6,Yes,4,6,59,807461.65,658191.31,94,1,0,0
MODEL-003779,2023,18,Professional Services,541990,R408,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,46592.56,3,Yes,7,31,67,36672.72,48529.35,81,1,0,1
MODEL-003780,2025,5,Facilities Management,561720,S214,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,114733.79,4,No,3,43,61,0.0,115714.29,43,0,0,1
MODEL-003781,2021,5,Transportation,485991,V231,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,1424446.75,1,Yes,5,34,79,1472786.46,1263292.11,78,1,0,1
MODEL-003782,2021,1,IT Services,541519,D302,Cost Plus Fixed Fee,VOSB,Set-Aside,Small Business,VOSB,143296.43,5,Yes,8,49,46,139957.1,147328.55,83,0,0,1
MODEL-003783,2021,8,Medical/Clinical Services,621399,Q301,IDIQ,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,256405.65,3,No,3,43,57,0.0,282980.32,100,0,0,0
